#long lat depth rake slip_deficit_mm/yr uncertainty_mm/yr
178.163 -40.535 -3.17 262.317 2.278 45.5512
178.133 -40.518 -3.50 262.962 2.271 45.4103
178.103 -40.501 -3.83 263.608 2.264 45.271
178.074 -40.484 -4.17 264.256 2.257 45.1345
178.044 -40.467 -4.50 264.907 2.250 44.9981
178.014 -40.450 -4.83 265.559 2.243 44.8633
177.985 -40.433 -5.17 266.214 2.237 44.7299
177.955 -40.416 -5.50 266.870 2.230 44.5986
177.925 -40.398 -5.83 267.529 2.223 44.4684
178.133 -40.588 -3.17 265.526 2.245 44.8903
178.103 -40.571 -3.50 264.426 2.238 44.7568
178.074 -40.555 -3.83 263.328 2.231 44.6246
178.045 -40.538 -4.17 262.232 2.225 44.4948
178.016 -40.521 -4.50 261.137 2.218 44.3656
177.987 -40.504 -4.83 260.045 2.212 44.2381
177.958 -40.488 -5.17 258.954 2.206 44.1118
177.929 -40.471 -5.50 257.866 2.199 43.9878
177.900 -40.454 -5.83 256.779 2.193 43.8644
178.102 -40.638 -3.17 264.759 2.192 43.848
178.074 -40.622 -3.50 263.645 2.187 43.7323
178.047 -40.606 -3.83 262.533 2.181 43.6172
178.019 -40.590 -4.17 261.423 2.175 43.504
177.992 -40.574 -4.50 260.314 2.170 43.3916
177.964 -40.558 -4.83 259.207 2.164 43.2809
177.937 -40.542 -5.17 258.102 2.159 43.1711
177.909 -40.526 -5.50 256.998 2.153 43.063
177.882 -40.511 -5.83 255.896 2.148 42.9558
178.071 -40.687 -3.17 263.953 2.141 42.8154
178.045 -40.672 -3.50 262.826 2.136 42.7171
178.019 -40.657 -3.83 261.701 2.131 42.6191
177.993 -40.642 -4.17 260.577 2.126 42.5231
177.967 -40.627 -4.50 259.454 2.121 42.4274
177.941 -40.612 -4.83 258.332 2.117 42.3337
177.915 -40.597 -5.17 257.212 2.112 42.2408
177.889 -40.582 -5.50 256.093 2.107 42.1494
177.863 -40.567 -5.83 254.975 2.103 42.0584
178.040 -40.736 -3.17 263.109 2.090 41.7912
178.016 -40.722 -3.50 261.968 2.086 41.7103
177.991 -40.708 -3.83 260.829 2.082 41.6299
177.967 -40.694 -4.17 259.690 2.078 41.5511
177.942 -40.680 -4.50 258.553 2.074 41.4733
177.918 -40.666 -4.83 257.417 2.070 41.3965
177.893 -40.652 -5.17 256.281 2.066 41.3207
177.869 -40.638 -5.50 255.147 2.062 41.2459
177.845 -40.624 -5.83 254.014 2.059 41.1717
178.009 -40.786 -3.17 262.222 2.039 40.7764
177.986 -40.773 -3.50 261.068 2.036 40.7133
177.964 -40.759 -3.83 259.914 2.033 40.6514
177.941 -40.746 -4.17 258.762 2.030 40.5909
177.918 -40.733 -4.50 257.610 2.027 40.5299
177.895 -40.720 -4.83 256.459 2.024 40.4712
177.872 -40.707 -5.17 255.309 2.021 40.412
177.849 -40.693 -5.50 254.160 2.018 40.3546
177.826 -40.680 -5.83 253.011 2.015 40.2977
177.978 -40.835 -3.17 261.290 1.989 39.7719
177.957 -40.823 -3.50 260.122 1.986 39.7271
177.936 -40.811 -3.83 258.955 1.984 39.6837
177.914 -40.798 -4.17 257.789 1.982 39.6404
177.893 -40.786 -4.50 256.623 1.980 39.598
177.872 -40.774 -4.83 255.457 1.978 39.5563
177.850 -40.761 -5.17 254.292 1.976 39.5154
177.829 -40.749 -5.50 253.128 1.974 39.4753
177.808 -40.737 -5.83 251.964 1.972 39.4374
177.948 -40.885 -3.17 260.310 1.939 38.7785
177.928 -40.873 -3.50 259.129 1.938 38.7521
177.908 -40.862 -3.83 257.948 1.936 38.7271
177.888 -40.850 -4.17 256.768 1.935 38.702
177.868 -40.839 -4.50 255.588 1.934 38.6784
177.849 -40.828 -4.83 254.408 1.933 38.6555
177.829 -40.816 -5.17 253.229 1.932 38.6319
177.809 -40.805 -5.50 252.050 1.931 38.6104
177.789 -40.793 -5.83 250.871 1.929 38.5895
177.917 -40.934 -3.17 259.279 1.890 37.7968
177.899 -40.924 -3.50 258.085 1.889 37.79
177.880 -40.913 -3.83 256.891 1.889 37.7836
177.862 -40.902 -4.17 255.697 1.889 37.7773
177.844 -40.892 -4.50 254.503 1.889 37.7721
177.826 -40.881 -4.83 253.310 1.888 37.7669
177.807 -40.871 -5.17 252.116 1.888 37.7628
177.789 -40.860 -5.50 250.922 1.888 37.7588
177.771 -40.850 -5.83 249.729 1.888 37.7568
177.868 -40.980 -3.30 271.764 1.851 37.0227
177.837 -40.962 -3.90 271.897 1.851 37.0279
177.806 -40.944 -4.50 272.030 1.852 37.0346
177.774 -40.925 -5.10 272.163 1.852 37.0433
177.743 -40.907 -5.70 272.295 1.853 37.0544
177.816 -41.030 -3.30 271.758 1.822 36.4445
177.785 -41.012 -3.90 271.893 1.822 36.4492
177.754 -40.994 -4.50 272.028 1.823 36.4562
177.723 -40.976 -5.10 272.163 1.823 36.4645
177.692 -40.958 -5.70 272.298 1.824 36.4751
177.764 -41.080 -3.30 271.752 1.793 35.8657
177.733 -41.062 -3.90 271.889 1.794 35.8705
177.702 -41.044 -4.50 272.027 1.794 35.8779
177.672 -41.026 -5.10 272.164 1.794 35.8871
177.641 -41.009 -5.70 272.301 1.795 35.8967
177.712 -41.130 -3.30 271.745 1.764 35.2866
177.681 -41.112 -3.90 271.885 1.765 35.2918
177.651 -41.095 -4.50 272.025 1.765 35.2996
177.621 -41.077 -5.10 272.165 1.765 35.3083
177.590 -41.059 -5.70 272.305 1.766 35.3188
177.659 -41.180 -3.30 271.738 1.735 34.7084
177.629 -41.162 -3.90 271.881 1.736 34.7139
177.599 -41.145 -4.50 272.024 1.736 34.7204
177.569 -41.128 -5.10 272.166 1.736 34.7295
177.539 -41.110 -5.70 272.308 1.737 34.7403
177.603 -41.220 -3.30 289.048 1.712 34.2329
177.574 -41.203 -3.90 289.054 1.712 34.2354
177.544 -41.185 -4.50 289.060 1.712 34.2412
177.514 -41.168 -5.10 289.066 1.712 34.2479
177.485 -41.151 -5.70 289.072 1.713 34.2557
177.543 -41.250 -3.30 288.130 1.693 33.8659
177.514 -41.233 -3.90 288.138 1.693 33.865
177.485 -41.216 -4.50 288.146 1.693 33.8652
177.455 -41.199 -5.10 288.154 1.693 33.8686
177.426 -41.182 -5.70 288.161 1.694 33.8729
177.483 -41.280 -3.30 287.192 1.675 33.5079
177.454 -41.264 -3.90 287.201 1.675 33.5028
177.425 -41.247 -4.50 287.211 1.675 33.4995
177.397 -41.230 -5.10 287.220 1.675 33.4979
177.368 -41.214 -5.70 287.230 1.675 33.4981
177.423 -41.311 -3.30 286.235 1.658 33.1584
177.394 -41.294 -3.90 286.245 1.657 33.1498
177.366 -41.278 -4.50 286.256 1.657 33.1423
177.338 -41.262 -5.10 286.266 1.657 33.1372
177.309 -41.245 -5.70 286.277 1.657 33.1338
177.363 -41.341 -3.30 285.257 1.641 32.8189
177.335 -41.325 -3.90 285.268 1.640 32.8061
177.307 -41.309 -4.50 285.280 1.640 32.7943
177.279 -41.293 -5.10 285.292 1.639 32.785
177.251 -41.276 -5.70 285.304 1.639 32.7774
177.302 -41.371 -3.30 284.259 1.624 32.4892
177.275 -41.355 -3.90 284.271 1.624 32.4715
177.248 -41.340 -4.50 284.283 1.623 32.4562
177.220 -41.324 -5.10 284.296 1.622 32.4433
177.193 -41.308 -5.70 284.309 1.622 32.4307
177.242 -41.402 -3.30 283.241 1.608 32.1696
177.215 -41.386 -3.90 283.253 1.607 32.1476
177.188 -41.370 -4.50 283.266 1.606 32.1287
177.161 -41.355 -5.10 283.280 1.606 32.1108
177.134 -41.339 -5.70 283.294 1.605 32.0947
177.182 -41.432 -3.30 282.203 1.593 31.8604
177.156 -41.417 -3.90 282.215 1.592 31.8348
177.129 -41.401 -4.50 282.229 1.591 31.8102
177.102 -41.386 -5.10 282.242 1.589 31.7888
177.076 -41.370 -5.70 282.257 1.588 31.7682
177.122 -41.462 -3.30 281.145 1.578 31.5618
177.096 -41.447 -3.90 281.157 1.577 31.5319
177.070 -41.432 -4.50 281.170 1.575 31.5037
177.043 -41.417 -5.10 281.184 1.574 31.4772
177.017 -41.402 -5.70 281.199 1.573 31.4524
177.055 -41.488 -3.30 292.889 1.557 31.149
177.029 -41.473 -3.90 293.313 1.556 31.1185
177.003 -41.458 -4.50 293.739 1.554 31.0889
176.977 -41.443 -5.10 294.165 1.553 31.0617
176.951 -41.428 -5.70 294.592 1.552 31.0363
176.981 -41.510 -3.30 293.265 1.531 30.6164
176.955 -41.495 -3.90 293.698 1.529 30.5874
176.929 -41.480 -4.50 294.131 1.528 30.5601
176.903 -41.465 -5.10 294.565 1.527 30.5345
176.877 -41.450 -5.70 295.000 1.525 30.5099
176.908 -41.533 -3.30 293.655 1.504 30.0858
176.882 -41.518 -3.90 294.096 1.503 30.0584
176.856 -41.503 -4.50 294.537 1.502 30.032
176.830 -41.488 -5.10 294.979 1.500 30.008
176.804 -41.473 -5.70 295.422 1.499 29.9858
176.834 -41.555 -3.30 294.059 1.478 29.5553
176.808 -41.540 -3.90 294.508 1.476 29.5295
176.782 -41.525 -4.50 294.958 1.475 29.5054
176.756 -41.510 -5.10 295.408 1.474 29.4839
176.730 -41.495 -5.70 295.859 1.473 29.4634
176.760 -41.577 -3.30 294.477 1.451 29.0269
176.734 -41.562 -3.90 294.935 1.450 29.0035
176.708 -41.547 -4.50 295.393 1.449 28.9812
176.682 -41.532 -5.10 295.853 1.448 28.9607
176.656 -41.517 -5.70 296.312 1.447 28.9428
176.686 -41.599 -3.30 294.911 1.425 28.5009
176.660 -41.584 -3.90 295.378 1.424 28.4786
176.634 -41.569 -4.50 295.845 1.423 28.4588
176.608 -41.554 -5.10 296.313 1.422 28.4394
176.582 -41.539 -5.70 296.782 1.421 28.4234
176.612 -41.621 -3.30 295.361 1.399 27.9759
176.586 -41.606 -3.90 295.837 1.398 27.9554
176.560 -41.591 -4.50 296.314 1.397 27.9375
176.534 -41.576 -5.10 296.791 1.396 27.9207
176.508 -41.561 -5.70 297.269 1.395 27.9066
176.538 -41.646 -3.30 290.147 1.371 27.427
176.512 -41.631 -3.90 290.634 1.370 27.4082
176.486 -41.616 -4.50 291.121 1.370 27.3921
176.460 -41.601 -5.10 291.609 1.369 27.3779
176.434 -41.586 -5.70 292.098 1.368 27.3656
176.464 -41.675 -3.30 290.550 1.343 26.8546
176.438 -41.660 -3.90 291.047 1.342 26.8374
176.412 -41.645 -4.50 291.546 1.341 26.823
176.386 -41.630 -5.10 292.044 1.341 26.8105
176.360 -41.615 -5.70 292.544 1.340 26.8
176.389 -41.704 -3.30 290.970 1.314 26.2828
176.363 -41.689 -3.90 291.479 1.313 26.2674
176.337 -41.674 -4.50 291.988 1.313 26.2547
176.311 -41.659 -5.10 292.498 1.312 26.244
176.285 -41.644 -5.70 293.008 1.312 26.2354
176.314 -41.733 -3.30 291.409 1.286 25.7125
176.288 -41.718 -3.90 291.930 1.285 25.6989
176.262 -41.703 -4.50 292.451 1.284 25.688
176.236 -41.688 -5.10 292.972 1.284 25.68
176.210 -41.673 -5.70 293.494 1.284 25.6733
176.240 -41.762 -3.30 291.868 1.257 25.1438
176.214 -41.747 -3.90 292.401 1.257 25.132
176.188 -41.732 -4.50 292.934 1.256 25.1239
176.162 -41.717 -5.10 293.467 1.256 25.117
176.136 -41.702 -5.70 294.001 1.256 25.1131
176.165 -41.791 -3.30 292.348 1.229 24.5767
176.139 -41.776 -3.90 292.893 1.228 24.5677
176.113 -41.761 -4.50 293.439 1.228 24.5608
176.087 -41.746 -5.10 293.985 1.228 24.5568
176.061 -41.731 -5.70 294.531 1.228 24.555
176.089 -41.815 -3.30 301.631 1.153 23.0636
176.063 -41.800 -3.90 302.165 1.153 23.0591
176.037 -41.785 -4.50 302.699 1.153 23.0574
176.011 -41.770 -5.10 303.233 1.153 23.0575
175.985 -41.755 -5.70 303.767 1.153 23.0598
176.010 -41.836 -3.30 303.668 1.031 20.6208
175.984 -41.821 -3.90 304.162 1.031 20.6242
175.958 -41.806 -4.50 304.656 1.031 20.6285
175.932 -41.791 -5.10 305.150 1.032 20.6349
175.906 -41.776 -5.70 305.643 1.032 20.6428
175.932 -41.856 -3.30 306.248 0.911 18.2111
175.906 -41.841 -3.90 306.690 0.911 18.2205
175.880 -41.826 -4.50 307.131 0.912 18.23
175.854 -41.811 -5.10 307.573 0.912 18.2414
175.828 -41.796 -5.70 308.013 0.913 18.2539
175.854 -41.877 -3.30 309.605 0.792 15.8501
175.828 -41.862 -3.90 309.977 0.793 15.8626
175.802 -41.847 -4.50 310.349 0.794 15.8766
175.776 -41.832 -5.10 310.720 0.795 15.8904
175.750 -41.817 -5.70 311.090 0.795 15.9054
175.775 -41.897 -3.30 314.115 0.678 13.5618
175.749 -41.882 -3.90 314.391 0.679 13.5758
175.723 -41.867 -4.50 314.666 0.679 13.5897
175.697 -41.852 -5.10 314.941 0.680 13.6043
175.671 -41.837 -5.70 315.216 0.681 13.6188
175.697 -41.917 -3.30 320.396 0.570 11.3909
175.671 -41.902 -3.90 320.538 0.570 11.4012
175.645 -41.887 -4.50 320.679 0.571 11.4105
175.619 -41.872 -5.10 320.820 0.571 11.4209
175.593 -41.857 -5.70 320.961 0.572 11.4301
175.621 -41.943 -3.30 314.870 0.518 10.3605
175.595 -41.928 -3.90 314.928 0.518 10.3659
175.569 -41.913 -4.50 314.985 0.519 10.3707
175.543 -41.898 -5.10 315.043 0.519 10.3762
175.517 -41.883 -5.70 315.100 0.519 10.3808
175.547 -41.973 -3.30 314.956 0.517 10.3361
175.521 -41.958 -3.90 315.013 0.517 10.3419
175.495 -41.943 -4.50 315.071 0.517 10.3464
175.469 -41.928 -5.10 315.128 0.518 10.3519
175.443 -41.913 -5.70 315.186 0.518 10.3567
175.474 -42.003 -3.30 315.042 0.516 10.3121
175.448 -41.988 -3.90 315.099 0.516 10.3176
175.422 -41.973 -4.50 315.157 0.516 10.3221
175.396 -41.958 -5.10 315.215 0.516 10.3269
175.370 -41.943 -5.70 315.272 0.517 10.3325
175.400 -42.033 -3.30 315.128 0.514 10.2878
175.374 -42.018 -3.90 315.186 0.515 10.2936
175.348 -42.003 -4.50 315.244 0.515 10.2981
175.322 -41.988 -5.10 315.301 0.515 10.3027
175.296 -41.973 -5.70 315.359 0.515 10.3085
175.326 -42.064 -3.30 315.215 0.513 10.2638
175.300 -42.049 -3.90 315.273 0.513 10.2693
175.274 -42.034 -4.50 315.331 0.514 10.2739
175.248 -42.019 -5.10 315.388 0.514 10.2787
175.222 -42.004 -5.70 315.446 0.514 10.2843
175.253 -42.094 -3.30 315.302 0.512 10.2395
175.227 -42.079 -3.90 315.360 0.512 10.2441
175.201 -42.064 -4.50 315.418 0.512 10.2499
175.175 -42.049 -5.10 315.476 0.513 10.2545
175.149 -42.034 -5.70 315.534 0.513 10.2601
175.181 -42.120 -3.30 322.251 0.511 10.2184
175.155 -42.105 -3.90 322.308 0.511 10.223
175.129 -42.090 -4.50 322.366 0.511 10.2279
175.103 -42.075 -5.10 322.423 0.512 10.2335
175.077 -42.060 -5.70 322.480 0.512 10.2381
175.110 -42.141 -3.30 322.343 0.510 10.1993
175.084 -42.126 -3.90 322.400 0.510 10.2039
175.058 -42.111 -4.50 322.457 0.510 10.2098
175.032 -42.096 -5.10 322.514 0.511 10.2144
175.006 -42.081 -5.70 322.571 0.511 10.2193
175.039 -42.162 -3.30 322.434 0.509 10.1802
175.013 -42.147 -3.90 322.492 0.509 10.1851
174.987 -42.132 -4.50 322.549 0.510 10.1907
174.961 -42.117 -5.10 322.606 0.510 10.1954
174.935 -42.102 -5.70 322.663 0.510 10.2012
174.969 -42.183 -3.30 322.526 0.508 10.1614
174.943 -42.168 -3.90 322.584 0.508 10.1661
174.917 -42.153 -4.50 322.641 0.509 10.1717
174.891 -42.138 -5.10 322.698 0.509 10.1766
174.865 -42.123 -5.70 322.755 0.509 10.1822
174.898 -42.204 -3.30 322.618 0.507 10.1424
174.872 -42.189 -3.90 322.676 0.507 10.147
174.846 -42.174 -4.50 322.733 0.508 10.1529
174.820 -42.159 -5.10 322.791 0.508 10.1576
174.794 -42.144 -5.70 322.848 0.508 10.1633
174.827 -42.226 -3.30 322.711 0.506 10.1234
174.801 -42.211 -3.90 322.769 0.506 10.129
174.775 -42.196 -4.50 322.826 0.507 10.134
174.749 -42.181 -5.10 322.883 0.507 10.1396
174.723 -42.166 -5.70 322.941 0.507 10.1446
174.757 -42.247 -3.30 322.804 0.505 10.1044
174.731 -42.232 -3.90 322.862 0.505 10.1103
174.705 -42.217 -4.50 322.919 0.506 10.115
174.679 -42.202 -5.10 322.977 0.506 10.1207
174.653 -42.187 -5.70 323.034 0.506 10.1256
174.686 -42.268 -3.30 322.897 0.504 10.0857
174.660 -42.253 -3.90 322.955 0.505 10.0914
174.634 -42.238 -4.50 323.013 0.505 10.0961
174.608 -42.223 -5.10 323.070 0.505 10.102
174.582 -42.208 -5.70 323.128 0.505 10.1067
174.619 -42.298 -3.30 305.857 0.503 10.0631
174.593 -42.283 -3.90 305.917 0.503 10.0679
174.567 -42.268 -4.50 305.976 0.504 10.0738
174.541 -42.253 -5.10 306.036 0.504 10.0785
174.515 -42.238 -5.70 306.096 0.504 10.0843
174.555 -42.336 -3.30 305.926 0.502 10.0361
174.529 -42.321 -3.90 305.986 0.502 10.041
174.503 -42.306 -4.50 306.046 0.502 10.0467
174.477 -42.291 -5.10 306.106 0.503 10.0515
174.451 -42.276 -5.70 306.165 0.503 10.0575
174.492 -42.375 -3.30 305.996 0.500 10.009
174.466 -42.360 -3.90 306.056 0.501 10.014
174.440 -42.345 -4.50 306.116 0.501 10.0197
174.414 -42.330 -5.10 306.176 0.501 10.0247
174.388 -42.315 -5.70 306.235 0.502 10.0304
174.428 -42.413 -3.30 306.066 0.499 9.98119
174.402 -42.398 -3.90 306.126 0.499 9.9869
174.376 -42.383 -4.50 306.186 0.500 9.99263
174.350 -42.368 -5.10 306.246 0.500 9.99765
174.324 -42.353 -5.70 306.306 0.500 10.0034
174.365 -42.451 -3.30 306.136 0.498 9.95413
174.339 -42.436 -3.90 306.197 0.498 9.95986
174.313 -42.421 -4.50 306.257 0.498 9.96489
174.287 -42.406 -5.10 306.317 0.499 9.97063
174.261 -42.391 -5.70 306.377 0.499 9.97567
174.304 -42.491 -3.30 301.359 0.496 9.92735
174.278 -42.476 -3.90 301.419 0.497 9.93237
174.252 -42.461 -4.50 301.480 0.497 9.93812
174.226 -42.446 -5.10 301.540 0.497 9.94291
174.200 -42.431 -5.70 301.600 0.497 9.94893
174.246 -42.533 -3.30 301.419 0.495 9.89889
174.220 -42.518 -3.90 301.479 0.495 9.90367
174.194 -42.503 -4.50 301.540 0.495 9.90968
174.168 -42.488 -5.10 301.600 0.496 9.91448
174.142 -42.473 -5.70 301.661 0.496 9.92026
174.187 -42.574 -3.30 301.479 0.494 9.87044
174.161 -42.559 -3.90 301.540 0.494 9.8762
174.136 -42.544 -4.50 301.601 0.494 9.88125
174.110 -42.529 -5.10 301.661 0.494 9.88703
174.084 -42.514 -5.70 301.722 0.495 9.89185
174.129 -42.616 -3.30 301.540 0.492 9.84297
174.103 -42.601 -3.90 301.601 0.492 9.84777
174.077 -42.586 -4.50 301.662 0.493 9.8538
174.051 -42.571 -5.10 301.722 0.493 9.85862
174.025 -42.556 -5.70 301.783 0.493 9.86442
174.071 -42.657 -3.30 301.601 0.491 9.81454
174.045 -42.642 -3.90 301.662 0.491 9.82032
174.019 -42.627 -4.50 301.723 0.491 9.82515
173.993 -42.612 -5.10 301.784 0.492 9.83119
173.967 -42.597 -5.70 301.845 0.492 9.83603
174.013 -42.699 -3.30 301.790 0.463 9.2639
173.987 -42.684 -3.90 301.852 0.463 9.269
173.961 -42.669 -4.50 301.915 0.464 9.27388
173.935 -42.654 -5.10 301.977 0.464 9.27998
173.909 -42.639 -5.70 302.039 0.464 9.28487
173.955 -42.741 -3.30 302.479 0.410 8.19091
173.929 -42.726 -3.90 302.543 0.410 8.19634
173.903 -42.711 -4.50 302.608 0.410 8.20156
173.877 -42.696 -5.10 302.673 0.410 8.20679
173.851 -42.681 -5.70 302.737 0.411 8.21105
173.896 -42.782 -3.30 303.374 0.356 7.12066
173.870 -42.767 -3.90 303.442 0.356 7.12523
173.844 -42.752 -4.50 303.510 0.357 7.12961
173.818 -42.737 -5.10 303.578 0.357 7.13518
173.792 -42.722 -5.70 303.645 0.357 7.13957
173.838 -42.824 -3.30 304.587 0.303 6.05157
173.812 -42.809 -3.90 304.659 0.303 6.0565
173.786 -42.794 -4.50 304.731 0.303 6.06123
173.760 -42.779 -5.10 304.803 0.303 6.06597
173.734 -42.764 -5.70 304.874 0.303 6.06974
173.780 -42.866 -3.30 306.318 0.249 4.98754
173.754 -42.851 -3.90 306.396 0.250 4.99165
173.728 -42.836 -4.50 306.473 0.250 4.99561
173.702 -42.821 -5.10 306.550 0.250 4.99974
173.676 -42.806 -5.70 306.627 0.250 5.00471
173.721 -42.907 -3.30 308.985 0.196 3.92937
173.695 -42.892 -3.90 309.070 0.197 3.93387
173.669 -42.877 -4.50 309.155 0.197 3.93826
173.643 -42.862 -5.10 309.240 0.197 3.94166
173.617 -42.847 -5.70 309.325 0.197 3.94606
173.663 -42.949 -3.30 310.901 0.156 3.39864
173.637 -42.934 -3.90 310.991 0.156 3.40321
173.611 -42.919 -4.50 311.081 0.156 3.40688
173.585 -42.904 -5.10 311.171 0.156 3.41146
173.559 -42.889 -5.70 311.261 0.157 3.41514
173.605 -42.991 -3.30 311.057 0.127 3.38586
173.579 -42.976 -3.90 311.148 0.127 3.38945
173.553 -42.961 -4.50 311.238 0.127 3.39405
173.527 -42.946 -5.10 311.329 0.127 3.39773
173.501 -42.931 -5.70 311.419 0.128 3.40135
173.546 -43.032 -3.30 311.215 0.098 3.37204
173.520 -43.017 -3.90 311.306 0.098 3.37672
173.494 -43.002 -4.50 311.397 0.099 3.38033
173.469 -42.987 -5.10 311.487 0.099 3.38403
173.443 -42.972 -5.70 311.577 0.099 3.38865
173.488 -43.074 -3.30 311.375 0.070 3.35932
173.462 -43.059 -3.90 311.466 0.070 3.36294
173.436 -43.044 -4.50 311.556 0.070 3.36763
173.410 -43.029 -5.10 311.647 0.070 3.37127
173.384 -43.014 -5.70 311.737 0.070 3.37498
173.430 -43.115 -3.30 311.535 0.042 3.34562
173.404 -43.100 -3.90 311.626 0.042 3.35025
173.378 -43.085 -4.50 311.717 0.042 3.3539
173.352 -43.070 -5.10 311.808 0.042 3.35761
173.326 -43.055 -5.70 311.898 0.042 3.36227
173.372 -43.157 -3.30 311.697 0.014 3.33288
173.346 -43.142 -3.90 311.788 0.014 3.33659
173.320 -43.127 -4.50 311.879 0.014 3.34025
173.294 -43.112 -5.10 311.970 0.014 3.34498
173.268 -43.097 -5.70 312.061 0.014 3.34865
179.928 -37.134 -6.15 299.404 0.203 48.6874
179.900 -37.118 -6.45 299.438 0.203 48.7216
179.873 -37.102 -6.75 299.472 0.203 48.7548
179.845 -37.086 -7.05 299.507 0.203 48.7891
179.817 -37.070 -7.35 299.541 0.203 48.8233
179.790 -37.054 -7.65 299.575 0.204 48.8565
179.762 -37.038 -7.95 299.609 0.204 48.8908
179.734 -37.022 -8.25 299.643 0.204 48.9251
179.707 -37.006 -8.55 299.677 0.204 48.9583
179.679 -36.990 -8.85 299.711 0.204 48.9926
179.896 -37.189 -6.15 299.451 0.607 48.5875
179.869 -37.173 -6.45 299.486 0.608 48.6206
179.841 -37.157 -6.75 299.520 0.608 48.6549
179.813 -37.141 -7.05 299.554 0.609 48.6891
179.786 -37.125 -7.35 299.589 0.609 48.7224
179.758 -37.109 -7.65 299.623 0.609 48.7566
179.730 -37.093 -7.95 299.657 0.610 48.7909
179.703 -37.077 -8.25 299.691 0.610 48.8242
179.675 -37.061 -8.55 299.725 0.611 48.8585
179.647 -37.045 -8.85 299.759 0.611 48.8918
179.865 -37.244 -6.15 299.499 1.010 48.4865
179.837 -37.228 -6.45 299.534 1.011 48.5207
179.809 -37.212 -6.75 299.568 1.012 48.5539
179.782 -37.196 -7.05 299.602 1.012 48.5882
179.754 -37.180 -7.35 299.636 1.013 48.6225
179.726 -37.164 -7.65 299.671 1.014 48.6557
179.699 -37.148 -7.95 299.705 1.014 48.69
179.671 -37.132 -8.25 299.739 1.015 48.7244
179.643 -37.116 -8.55 299.773 1.016 48.7577
179.616 -37.100 -8.85 299.807 1.017 48.792
179.833 -37.299 -6.15 299.547 1.411 48.3856
179.805 -37.283 -6.45 299.582 1.412 48.4197
179.778 -37.267 -6.75 299.616 1.413 48.454
179.750 -37.251 -7.05 299.650 1.414 48.4873
179.722 -37.235 -7.35 299.685 1.415 48.5216
179.694 -37.219 -7.65 299.719 1.416 48.5559
179.667 -37.203 -7.95 299.753 1.417 48.5902
179.639 -37.187 -8.25 299.787 1.418 48.6236
179.611 -37.171 -8.55 299.821 1.419 48.6579
179.584 -37.155 -8.85 299.855 1.420 48.6923
179.801 -37.354 -6.15 299.595 1.811 48.2857
179.773 -37.338 -6.45 299.630 1.812 48.3189
179.746 -37.322 -6.75 299.664 1.813 48.3531
179.718 -37.306 -7.05 299.699 1.815 48.3874
179.690 -37.290 -7.35 299.733 1.816 48.4218
179.663 -37.274 -7.65 299.767 1.817 48.4551
179.635 -37.258 -7.95 299.801 1.818 48.4894
179.607 -37.242 -8.25 299.836 1.820 48.5238
179.580 -37.226 -8.55 299.870 1.821 48.5572
179.552 -37.210 -8.85 299.904 1.822 48.5915
179.769 -37.409 -6.15 299.644 2.208 48.1848
179.742 -37.393 -6.45 299.678 2.210 48.2191
179.714 -37.377 -6.75 299.713 2.212 48.2523
179.686 -37.361 -7.05 299.747 2.213 48.2866
179.659 -37.345 -7.35 299.782 2.215 48.321
179.631 -37.329 -7.65 299.816 2.216 48.3553
179.603 -37.313 -7.95 299.850 2.218 48.3897
179.576 -37.297 -8.25 299.884 2.219 48.4231
179.548 -37.281 -8.55 299.918 2.221 48.4575
179.520 -37.265 -8.85 299.953 2.223 48.4919
179.728 -37.458 -6.15 317.897 2.406 48.1234
179.701 -37.443 -6.45 316.024 2.411 48.2102
179.674 -37.427 -6.75 314.151 2.415 48.2975
179.647 -37.412 -7.05 312.279 2.419 48.3852
179.621 -37.396 -7.35 310.407 2.424 48.4734
179.594 -37.381 -7.65 308.536 2.428 48.5631
179.567 -37.366 -7.95 306.665 2.433 48.6522
179.540 -37.350 -8.25 304.796 2.437 48.7418
179.514 -37.335 -8.55 302.927 2.442 48.8317
179.487 -37.319 -8.85 301.058 2.446 48.9222
179.676 -37.502 -6.15 317.761 2.405 48.1006
179.651 -37.488 -6.45 315.475 2.415 48.2966
179.626 -37.473 -6.75 313.194 2.425 48.4977
179.601 -37.459 -7.05 310.917 2.435 48.7039
179.576 -37.444 -7.35 308.646 2.446 48.9149
179.551 -37.430 -7.65 306.380 2.457 49.1308
179.526 -37.416 -7.95 304.118 2.468 49.3516
179.501 -37.401 -8.25 301.862 2.479 49.5771
179.476 -37.387 -8.55 299.611 2.490 49.8072
179.452 -37.372 -8.85 297.365 2.502 50.0421
179.625 -37.546 -6.15 317.624 2.404 48.0782
